Year,Id,Name,Incumbent/Challenger/OpenSeat,Party Code,Party Designation,Total Receipts,Authorized Transfers From,Total Disbursements,Transfers to Authorized,Beginning Cash,Ending Cash,Contrib from Candidate,Loans from Candidate,Other Loans,Candidate Loan Repayments,Other Loan Repayments,Debts Owed By,Total Individual Contributions,State,District,Spec Elec Status,Primary Elec Status,Runoff Elec Status,General Elec Status,General Election Percentage,Contributions from Other Committees,Contributions from Party Committees,Ending Date,Refunds to Individuals,Refunds to Committees
1996,S0AK00097,"VONDERSAAR, FRANK J",,1,DEM,400,0,400,0,0,0,0,400,0,1,0,0,0,AK,0,,L,,,0,0,0,9151996,,
1996,S6AL00138,"BEDFORD, ROGER HUGH",O,1,DEM,3216772,0,3088324,0,0,128828,0,903275,0,803523,0,130626,1800551,AL,0,,R,W,L,45,459653,116200,12301996,,
1996,S6AL00187,"BLAKE, JAMES (JIMMY) DAVIS",O,2,REP,148854,0,148758,0,0,94,0,77600,0,0,0,118623,69354,AL,0,,L,,,0,1300,600,12311996,,
1996,S6AL00260,"BROMBERG, MARILYN QUARLES",O,1,DEM,8971,0,4619,0,0,500,8771,0,0,0,0,0,0,AL,0,,L,,,0,0,0,6151996,,
1996,S6AL00179,"BROWDER, JOHN GLEN",O,1,DEM,756298,200877,754560,0,0,1737,0,10000,0,5000,0,1457,435831,AL,0,,R,L,,0,110298,0,12311996,,
1996,S6AL00112,"CLARK, WALTER D",O,2,REP,757944,0,755757,0,0,2186,1419,118000,0,4500,0,113500,599647,AL,0,,L,,,0,33250,0,12311996,,
1996,S6AL00153,"DAVIS, NATALIE M",O,1,DEM,752364,0,750313,0,0,2618,0,15457,0,7000,0,13927,708335,AL,0,,L,,,0,30875,0,12311996,,
1996,S6AL00252,"LIPSCOMB, ALBERT MACK",O,2,REP,26348,0,25088,0,0,0,0,0,0,0,0,0,18847,AL,0,,L,,,0,5500,0,12311996,,
1996,S6AL00229,"LUPER, GARY",O,3,IND,177,0,177,0,0,0,177,0,0,0,0,0,0,AL,0,,W,,,0,0,0,12311996,,
1996,S6AL00161,"MCDONALD, SIDNEY L",O,2,REP,2289431,0,2289433,0,0,0,618340,940000,0,10045,0,0,666110,AL,0,,R,L,,0,50300,0,12311996,,
1996,S6AL00146,"MCRIGHT, FRANK",O,2,REP,972808,0,953139,0,0,19668,2000,256600,0,55000,0,201600,648649,AL,0,,L,,,0,14750,0,12311996,,
1996,S6AL00195,"SESSIONS, JEFF",O,2,REP,3930042,44774,3886531,24172,0,43511,0,0,0,0,0,178642,2878517,AL,0,,R,W,W,51,965275,25500,12311996,,
1996,S6AL00211,"WOODS, CHARLES",O,2,REP,1145009,0,1144826,0,0,180,0,1144074,0,0,0,105000,935,AL,0,,L,,,0,0,0,9301996,,
1996,S6AR00066,"BRISTOW, BILL WAYNE",O,1,DEM,543436,0,543435,0,0,0,11991,316300,0,358,0,0,213501,AR,0,,L,,,0,0,1000,12311996,,
1996,S6AR00033,"BRYANT, WINSTON",O,1,DEM,1606053,35139,1577838,0,0,28215,0,0,0,0,0,0,1009455,AR,0,,R,W,L,47,491082,51347,12311996,,
1996,S6AR00041,"HARDIN, LU",O,1,DEM,945605,0,930935,0,0,14669,0,280000,0,48000,0,232000,607035,AR,0,,R,L,,0,55700,1500,12311996,,
1996,S6AR00074,"HARVEY, CHARLES EUGENE",O,3,IND,51,0,51,0,0,0,0,51,0,0,0,51,0,AR,0,,W,,,0,0,0,6301996,,
1996,S6AR00124,"HUTCHINSON, Y TIM",O,2,REP,1691276,191160,1605473,0,0,85802,0,0,0,0,0,0,920732,AR,0,,W,,W,52,498833,75605,12311996,,
1996,S6AR00090,"MCMATH, SANDY S",O,1,DEM,206584,0,206007,0,0,576,0,113965,0,2500,0,128782,91619,AR,0,,L,,,0,1000,0,9301996,,
1996,S6AR00108,"SMITH, KEVIN ANDREW",O,1,DEM,37445,0,38643,0,0,-197,0,0,0,0,0,4209,33028,AR,0,,L,,,0,5375,0,1311997,,
1996,S6CO00168,"ALLARD, A WAYNE",O,2,REP,2198131,42437,2233429,0,110654,75355,0,0,0,0,0,0,1061947,CO,0,,W,,W,50,1051036,24343,12311996,,
1996,S6CO00143,"MARTINEZ, RAMONA E",O,1,DEM,206380,0,206221,0,0,159,10257,72500,0,0,0,64182,92823,CO,0,,,,,0,26200,0,12311996,,
1996,S6CO00176,"NICHOL, GENE R",O,1,DEM,599461,0,584753,0,0,15707,11143,106000,0,0,0,106000,419456,CO,0,,L,,,0,0,0,12311996,,
1996,S6CO00119,"NORTON, GALE ANN",O,2,REP,796890,0,758398,0,0,38464,790,60179,0,0,0,108557,674681,CO,0,,L,,,0,38443,0,12311996,,
1996,S6CO00184,"SMART, WAYNE D JR",O,3,IND,1445,0,1445,0,0,0,0,0,0,0,0,0,310,CO,0,,,,,0,0,0,3311996,,
1996,S6CO00135,"STRICKLAND, THOMAS L",O,1,DEM,3313065,0,3294906,0,0,18149,449913,450000,0,399999,0,16793,1970821,CO,0,,W,,L,46,408828,32500,12311996,,
1996,S8DE00012,"BIDEN, JOSEPH R JR",I,1,DEM,1636013,0,1966313,0,351420,21120,0,0,0,0,0,0,1539910,DE,0,,W,,W,60,0,23300,12311996,,
1996,S6DE00073,"CLATWORTHY, RAYMOND J",,2,REP,1332167,0,1326427,500,0,5738,10057,200000,200000,200000,200000,5115,814664,DE,0,,W,,L,38,69200,22525,12311996,,
1996,S4DE00045,"PHILLIPS, VANCE CHANDLER",,2,REP,18736,0,18120,0,0,615,17292,0,0,0,0,5357,1392,DE,0,,L,,,0,0,0,12311996,,
1996,S6DE00099,"PLOMIS, WILFRED",,2,REP,26552,0,23351,0,0,399,10100,20200,0,0,0,0,6352,DE,0,,L,,,0,0,0,9071996,,
1996,S6GA00101,"BROUN, PAUL COLLINS",O,2,REP,145686,0,135121,0,0,10564,0,13167,0,0,0,13167,131518,GA,0,,L,,,0,1000,0,6191996,,
1996,S6GA00168,"CASHIN, JOHN GREGORY",O,3,LIB,11116,0,10218,0,0,344,0,0,0,0,0,1000,11116,GA,0,,W,,L,3,0,0,12311996,,
1996,S6GA00127,"CLELAND, JOSEPH MAXWELL (AKA MAX)",O,1,DEM,2944283,24842,2926391,0,0,17893,0,0,0,0,0,74551,2135173,GA,0,,W,,W,48,683145,45030,12311996,,
1996,S6GA00135,"DAY, CLINTON M",O,2,REP,1401491,0,1400776,0,0,716,0,685200,238500,0,0,923700,387876,GA,0,,L,,,0,17850,240,12311996,,
1996,S6GA00093,"HATFIELD, BRUCE PATRICK",O,2,REP,28343,0,28343,0,0,0,0,25000,0,6145,0,18854,3093,GA,0,,L,,,0,250,0,12311996,,
1996,S6GA00119,"ISAKSON, JOHN HARDY",O,2,REP,2766132,937922,2778859,937922,0,7340,0,205394,0,54609,0,205395,1473831,GA,0,,R,L,,0,131300,13740,12311996,,
1996,S6GA00150,"MILLNER, GUY W",O,2,REP,9915223,1500,9898945,0,0,16279,80068,6347850,0,0,0,6347850,2734671,GA,0,,R,W,L,47,548928,34100,12311996,,
1996,S8GA00040,"PARKISON, DEAN",O,2,REP,5695,0,5695,0,0,0,5695,0,0,0,0,0,0,GA,0,,L,,,0,0,0,7091996,,
1996,S6IA00074,"COREY, LEROY",,3,,331583,0,334770,0,5044,1857,0,0,0,0,0,13758,327307,IA,0,,W,,,0,4275,0,12311996,,
1996,S6IA00090,"GRATZON, FRED",,3,NLP,55179,0,55530,0,0,-351,9562,4462,15000,8600,6400,4462,14552,IA,0,,W,,L,0,0,2288,12311996,,
1996,S4IA00038,"GRUBBS, STEVEN ERIC",,2,REP,487792,0,487748,0,0,584,10000,0,0,0,0,4008,456871,IA,0,,L,,,0,4200,5000,12311996,,
1996,S4IA00020,"HARKIN, TOM",I,1,DEM,4665182,71851,5276708,0,660944,49418,0,0,0,0,0,213295,3390007,IA,0,,W,,W,51,1066804,3543,12311996,,
1996,S6IA00082,"LIGHTFOOT, JAMES ROSS",,2,REP,2474871,19481,2439679,0,0,35191,0,0,0,0,0,12824,1731607,IA,0,,W,,L,46,579910,46705,12311996,,
1996,S6IA00108,"PENA, SHIRLEY E",,3,SWP,890,0,716,0,0,174,10,0,0,0,0,0,880,IA,0,,W,,L,0,0,0,10301996,,
1996,S6IA00066,"TINSMAN, MAGGIE",,2,REP,1680651,0,1680651,0,0,0,861426,0,625400,0,625400,0,186277,IA,0,,L,,,0,6150,100,9301996,,
1996,S6ID00062,"CHARBONNEAU, MARY J",,3,IND,1267,0,1268,0,0,0,1214,0,0,0,0,0,51,ID,0,,W,,L,2,0,0,1311997,,
1996,S0ID00057,"CRAIG, LARRY E",I,2,REP,2695939,80204,2809897,0,119291,5333,0,0,0,0,0,179146,1614572,ID,0,,W,,W,57,934899,39545,12311996,,
1996,S6ID00054,"MINNICK, WALTER CLIFFORD",,1,DEM,2181151,0,2150596,0,0,38277,204490,740420,0,0,0,740421,1091168,ID,0,,W,,L,39,83553,33074,12311996,,
1996,S6ID00070,"VEGORS, SUSAN",,3,NLP,101,0,1984,0,0,0,0,0,0,0,0,0,0,ID,0,,W,,L,1,0,0,11301996,,
1996,S6IL00201,"AHMAD, JALIL",O,1,DEM,228600,0,225517,0,0,3083,20600,228600,0,0,0,228600,0,IL,0,,L,,,0,0,0,3181996,,
1996,S6IL00276,"DAVIS, JAMES E",O,3,NLP,45075,0,43629,0,0,1446,44375,0,0,0,0,0,700,IL,0,,W,,L,0,0,0,12311996,,
1996,S6IL00151,"DURBIN, RICHARD J",O,1,DEM,4767940,113129,4966804,0,218684,19822,0,0,0,0,0,70402,3337700,IL,0,,W,,W,55,1218671,43792,12311996,,
1996,S6IL00193,"GIBBS, RONALD F",O,1,DEM,81115,0,79773,0,0,1341,0,40000,0,0,0,40787,40365,IL,0,,L,,,0,750,0,3311996,,
1996,S2IL00044,"KOPPIE, CHAD",O,3,TX,46010,0,49120,0,4309,1198,0,17939,0,0,0,167939,28071,IL,0,,,,L,0,0,0,12311996,,
1996,S6IL00227,"KRISLOV, CLINTON A",O,1,DEM,375163,0,375162,0,0,0,310200,0,0,0,0,0,64482,IL,0,,,,,0,0,0,3311996,,
1996,S6IL00243,"KURZEJA, WAYNE S",O,2,REP,20000,0,0,0,0,20000,0,20000,0,0,0,0,0,IL,0,,L,,,0,0,0,2281996,,
1996,S6IL00136,"KUSTRA, ROBERT W",O,2,REP,1574586,0,1573586,0,0,1000,0,0,0,0,0,0,1158981,IL,0,,L,,,0,400839,3375,5311996,,
1996,S6IL00185,"MARSHALL, ROBERT ALAN",O,2,REP,109201,0,107187,0,0,1289,0,91364,0,3480,18000,79306,17887,IL,0,,L,,,0,0,0,12311996,,
1996,S6IL00219,"MILLER, ROBIN J",O,3,LIB,28432,0,28467,0,0,0,3213,0,5900,0,0,5900,17818,IL,0,,W,,L,0,0,1500,12311996,,
1996,S6IL00235,"PARK, PAUL H",O,1,DEM,56436,0,56171,0,0,264,1500,27251,0,0,0,0,27460,IL,0,,L,,,0,0,200,4151996,,
1996,S6IL00177,"QUINN, PAT",O,1,DEM,323546,0,321683,200,0,1862,800,60000,0,27189,0,41212,250142,IL,0,,L,,,0,11725,0,12311996,,
1996,S6IL00169,"SALVI, AL",O,2,REP,4754916,21981,4752025,0,0,2890,0,859523,0,55960,0,1458923,3249981,IL,0,,W,,L,41,581087,17500,12311996,,
1996,S6KS00122,"BROWNBACK, SAMUEL DALE",,2,REP,2267396,164942,2267096,12011,0,301,0,169085,0,0,0,218469,1239137,KS,0,,W,,W,53,660279,26741,12311996,,
1996,S6KS00155,"COOLEY, RICHARD LLOYD",O,2,REP,4947,0,4947,0,0,0,1854,0,750,0,750,0,2343,KS,0,,L,,,0,0,0,9191996,,
1996,S6KS00130,"DOCKING, JILL ANN SADOWSKY",,1,DEM,1220266,0,1200728,0,0,19537,5573,80000,0,74000,0,624,817844,KS,0,,W,,L,43,284052,25284,12311996,,
1996,S6KS00163,"FINNEY, JOAN M",,1,DEM,72300,0,72300,0,0,0,11327,0,0,0,0,13970,52719,KS,0,,L,,,0,7750,0,12311996,,
1996,S6KS00148,"FRAHM, SHEILA",I,2,REP,760260,0,725890,0,0,34369,8485,125000,0,0,0,0,437368,KS,0,,L,,,0,170707,18700,12311996,,
1996,S6KS00197,"KLAASSEN, DONALD R",,3,REF,24184,0,24183,0,0,0,8731,14000,0,14000,0,0,1453,KS,0,,W,,L,2,0,0,11251996,,
1996,S6KS00189,"MARNEY, MARK S",O,3,REF,10413,0,10412,0,0,0,8500,0,0,0,0,0,1913,KS,0,,W,,L,2,0,0,11151996,,
1996,S6KS00114,"OYLER, THOMAS L",O,2,REP,22775,0,22577,0,0,198,22528,0,0,0,0,0,247,KS,0,,L,,,0,0,0,12311996,,
1996,S6KS00080,"ROBERTS, PAT",O,2,REP,2297886,39068,2305898,0,117509,109499,0,0,0,0,0,0,988657,KS,0,,W,,W,62,1178113,36762,12311996,,
1996,S6KS00098,"THOMPSON, SALLY",O,1,DEM,702346,0,695482,0,0,6864,15565,35000,0,4000,0,31000,406574,KS,0,,W,,L,34,208727,35870,12311996,,
1996,S6KY00039,"BARLOW, THOMAS J III",,1,DEM,74925,0,74921,0,0,2,0,35003,0,2407,0,34575,39422,KY,0,,L,,,0,500,0,12311996,,
1996,S6KY00047,"BESHEAR, STEVEN L",,1,DEM,1772276,0,1770035,0,0,1448,6072,0,0,0,0,0,1496561,KY,0,,W,,L,42,232152,22318,12311996,,
1996,S0KY00065,"KLEIN, TOMMY",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,KY,0,,L,,,0,0,0,5281996,,
1996,S6KY00054,"LANIER, SHELBY JR",,1,DEM,7729,0,7729,0,0,0,4153,0,0,0,0,0,3576,KY,0,,L,,,0,0,0,6121996,,
1996,S2KY00012,"MCCONNELL, MITCH",I,2,REP,3840374,93913,4669642,0,1018593,189324,0,0,0,0,0,51389,2315609,KY,0,,W,,W,55,1188606,18965,12311996,,
1996,S0LA00071,"DUKE, DAVID",O,2,REP,333216,0,325483,0,0,7731,0,1000,0,0,0,17175,332216,LA,0,,L,,,0,0,0,12311996,,
1996,S6LA00177,"HAYES, JAMES A",O,2,REP,1030482,58955,984095,0,0,46386,0,216791,0,216791,0,0,347655,LA,0,,L,,,0,403170,0,12311996,,
1996,S6LA00219,"IEYOUB, RICHARD P",O,1,DEM,1004300,0,1008707,0,0,452,0,128000,0,5609,0,206499,780391,LA,0,,L,,,0,87750,5572,12311996,,
1996,S8LA00017,"JENKINS, LOUIS ""WOODY""",O,2,REP,1969175,7552,1968742,0,27,473,258,89500,0,89500,0,138908,1368421,LA,0,,R,,L,49,474188,23970,12311996,,
1996,S6LA00227,"LANDRIEU, MARY L",O,1,DEM,2934684,35000,2715297,35000,0,30188,0,302518,0,210482,0,195677,2052614,LA,0,,R,,W,50,517611,25272,12311996,,
1996,S6LA00201,"LINDER, WILLIAM HENRY",O,2,REP,2058944,0,2038684,0,0,20258,0,1800000,0,0,0,1885937,227425,LA,0,,L,,,0,5100,0,12311996,,
1996,S6LA00235,"MCMAINS, F CHARLES JR",O,2,REP,2352472,0,2347141,0,0,5330,0,1775149,0,0,0,1775149,524511,LA,0,,L,,,0,28864,0,12311996,,
1996,S6LA00243,"ROBERTS-JOSEPH, SADIE",O,1,DEM,5162,1799,5161,0,0,0,0,0,0,0,0,0,3862,LA,0,,L,,,0,0,0,10311996,,
1996,S6LA00185,"WILSON, PEGGY HENNICAN",O,2,REP,600683,0,570546,0,0,7372,0,176000,0,0,0,148358,412083,LA,0,,L,,,0,12600,0,12311996,,
1996,S6MA00163,"GALLAGHER, SUSAN C",,3,CRV,56544,0,56056,0,0,470,3447,230,1000,230,1000,0,51254,MA,0,,W,,L,2,500,61,12311996,,
1996,S4MA00069,"KERRY, JOHN F",I,1,DEM,10342115,273775,10962607,7245,657986,37585,0,1940000,0,0,0,2074461,7843781,MA,0,,W,,W,52,27628,18540,12311996,,
1996,S6MA00155,"LEVESQUE, RONALD A",,3,IND,1021,0,951,0,0,68,426,0,0,0,0,0,595,MA,0,,W,,,0,0,0,12311996,,
1996,S6MA00189,"PHILLIES, GEORGE D J",,3,LIB,11578,0,11406,0,0,49,1447,4397,0,0,0,4397,5614,MA,0,,W,,,0,0,0,12311996,,
1996,S6MA00171,"WELD, WILLIAM F",,2,REP,8074417,0,8002123,0,0,72295,2000,150000,0,0,0,347702,7062001,MA,0,,W,,L,44,816495,18550,12311996,,
1996,S6ME00191,"BOST, STEPHEN M",O,3,,9395,0,9857,0,0,47,355,0,0,0,0,6165,9040,ME,0,,W,,,0,0,0,6301996,,
1996,S6ME00175,"BRENNAN, JOSEPH EDWARD",O,1,DEM,978848,0,976805,0,0,2041,0,0,0,0,0,20518,610588,ME,0,,W,,L,43,328219,24220,12311996,,
1996,S6ME00217,"CLARKE, WILLIAM P",O,3,,11629,0,11389,0,0,239,1467,0,0,0,0,8801,11069,ME,0,,W,,L,3,0,210,12311996,,
1996,S6ME00159,"COLLINS, SUSAN M",O,2,REP,1721825,16379,1621475,0,0,100349,1196,0,0,0,0,0,1055237,ME,0,,W,,W,49,613924,32425,12311996,,
1996,S6ME00167,"FAIRCLOTH, SEAN",O,1,DEM,109110,0,108203,0,0,907,1616,15050,0,0,0,44966,90127,ME,0,,L,,,0,1000,0,12311996,,
1996,S6ME00142,"HATHAWAY, W JOHN",O,2,REP,753997,0,666716,0,0,87280,1000,675085,0,0,0,26001,61591,ME,0,,L,,,0,12250,0,12311996,,
1996,S6ME00126,"HAY, JEAN",O,1,DEM,13570,0,13219,0,0,349,0,4520,0,500,0,4020,7934,ME,0,,L,,,0,1105,0,12311996,,
1996,S6ME00118,"MERRILL, PHILIP L",O,1,DEM,26703,0,26703,0,0,0,12227,0,0,0,0,0,11976,ME,0,,,,,0,2500,0,5201996,,
1996,S6ME00050,"MONKS, ROBERT A G",O,2,REP,2343405,0,2312793,0,0,30611,0,2085000,0,0,0,2085000,225453,ME,0,,L,,,0,0,0,12311996,,
1996,S6ME00209,"RENSENBRINK, JOHN C",O,3,,35385,0,33147,0,0,433,4383,7000,0,0,0,0,23695,ME,0,,W,,L,3,0,0,12311996,,
1996,S6ME00134,"SPENCER, RICHARD A",O,1,DEM,608024,0,604778,0,0,3245,0,378500,0,0,0,378500,227192,ME,0,,L,,,0,500,0,12311996,,
1996,S8MI00158,"LEVIN, CARL",I,1,DEM,6018223,41821,5965017,5500,52677,105881,0,0,0,0,0,0,4933761,MI,0,,W,,W,58,910262,27860,12311996,,
1996,S6MI00236,"NICHOLSON, JAMES B",,2,REP,6159261,0,6158415,0,0,845,1562320,3105000,0,1600000,0,10000,1427147,MI,0,,L,,,0,46335,0,12311996,,
1996,S4MI00249,"ROMNEY, RONNA",C,2,REP,3309794,51443,3289797,51443,15775,4219,0,78579,0,133215,0,17759,2856433,MI,0,,W,,L,39,238203,43945,12311996,,
1996,S4MN00262,"BARKLEY, DEAN M",C,3,REF,40778,0,40293,0,56,538,7887,0,0,3053,0,25394,32133,MN,0,,W,,L,6,0,600,12311996,,
1996,S8MN00024,"BOSCHWITZ, RUDY",C,2,REP,4450625,52387,4409982,26750,2822,43463,0,30000,0,24000,0,102178,3286786,MN,0,,W,,L,41,1033247,31355,12311996,,
1996,S6MN00101,"FRANSON, DICK",C,3,DFL,9338,0,9304,0,6,41,9238,0,0,0,0,0,100,MN,0,,L,,,0,0,0,12311996,,
1996,S6MN00200,"HANSON, HOWARD BYRON",,3,OTH,82489,0,82487,0,0,0,46894,33000,0,33000,0,0,2595,MN,0,,W,,L,0,0,0,12311996,,
1996,S4MN00197,"MCKASY, BERT J",C,2,REP,733942,0,737182,0,3404,164,0,265915,0,229980,0,35935,457252,MN,0,,L,,,0,4750,0,12311996,,
1996,S6MN00176,"MORENO, MONTI ALAN",,2,REP,11850,0,8138,0,140,349,3500,2850,0,500,0,2800,9000,MN,0,,L,,,0,0,0,8261996,,
1996,S6MN00184,"SCHRUNK, THOMAS R",,3,IND,6072,0,7516,0,0,528,0,2200,0,2200,0,0,1572,MN,0,,W,,,0,0,0,12311996,,
1996,S4MN00247,"TENPAS, DOUGLAS B",,3,IND,72987,0,59407,0,1144,14724,0,0,0,0,0,10862,72987,MN,0,,,,,0,0,0,6301995,,
1996,S0MN00013,"WELLSTONE, PAUL DAVID",I,3,DFL,5991013,48601,5979224,0,55099,66889,0,0,0,0,0,35749,5288600,MN,0,,W,,W,50,569883,33260,12311996,,
1996,S6MN00143,"YOUNG, STEPHEN BONSAL",,2,REP,171823,0,157020,0,0,3791,1634,0,0,0,0,34765,166354,MN,0,,L,,,0,634,0,12311996,,
1996,S8MS00055,"COCHRAN, THAD",I,2,REP,787233,129624,828693,2000,641978,600518,0,0,0,0,0,0,182799,MS,0,,W,,W,71,390700,23750,12311996,,
1996,S8MT00010,"BAUCUS, MAX S",I,1,DEM,3446478,29214,3748502,0,344968,42944,0,0,0,0,0,71196,1948665,MT,0,,W,,W,49,1357393,18134,12311996,,
1996,S6MT00105,"BORCHERDT,ED",,2,REP,162152,0,162152,0,0,0,946,117868,0,0,0,119280,42951,MT,0,,L,,,0,0,0,9301996,,
1996,S6MT00113,"RANKIN, SAMUEL D",,3,IND,11263,0,11116,0,0,146,4292,0,0,0,0,0,6550,MT,0,,W,,,0,0,0,12311996,,
1996,S6MT00097,"REHBERG, DENNIS RAY",,2,REP,1369530,32530,1358165,0,0,11365,1000,100000,0,0,0,131518,854353,MT,0,,W,,L,44,338514,29730,12311996,,
1996,S0NC00111,"GANTT, HARVEY BERNARD",,1,DEM,8122834,92564,8007266,0,10181,125749,0,20000,0,20000,0,10130,7536619,NC,0,,W,,L,45,440538,17500,12311996,,
1996,S8NC00015,"HELMS, JESSE A",I,2,REP,7808820,111157,7796475,0,7273,19619,0,0,0,0,0,508004,6614683,NC,0,,W,,W,52,980127,22500,12311996,,
1996,S6NC00183,"SANDERS, CHARLES ADDISON",,1,DEM,3274637,0,3262957,0,0,11680,60140,1700000,0,0,0,1737654,1385463,NC,0,,L,,,0,105285,0,12311996,,
1996,S6NE00103,"DUNN, BILL",O,3,NLP,8307,0,8307,0,0,0,1547,3600,0,570,0,0,2160,NE,0,,W,,L,0,0,1000,12311996,,
1996,S6NE00087,"HAGEL, CHUCK",O,2,REP,3612338,0,3564316,0,0,48002,21363,1037000,0,0,0,1052107,2042067,NE,0,,W,,W,56,460213,42588,12311996,,
1996,S6NE00095,"NELSON, E BENJAMIN",O,1,DEM,2179131,0,2159653,0,0,19478,0,100000,0,0,0,100000,1098301,NE,0,,W,,L,41,926268,35719,12311996,,
1996,S6NE00079,"STENBERG, DONALD B",O,2,REP,524139,0,521721,0,0,2916,8399,155000,0,0,0,167678,328716,NE,0,,L,,,0,31549,0,12311996,,
1996,S0NH00169,"RAUH, JOHN",,1,DEM,469651,0,469622,0,0,29,55700,64000,0,1000,0,36991,302613,NH,0,,L,,,0,0,0,12311996,,
1996,S0NH00144,"SMITH, ROBERT C",I,2,REP,1708376,73349,1718413,0,200376,190341,0,0,0,0,0,0,782076,NH,0,,W,,W,49,786105,23650,12311996,,
1996,S6NH00075,"SWETT, DICK",,1,DEM,1759089,0,1558563,0,0,198526,0,0,0,0,0,0,1330736,NH,0,,W,,L,46,377883,28600,12311996,,
1996,S6NJ00149,"DUHAIME, RICHARD",O,2,REP,239434,0,239433,0,0,0,0,10000,0,0,0,10000,227434,NJ,0,,L,,,0,2000,0,12311996,,
1996,S6NJ00156,"LAROSSA, RICHARD J",O,2,REP,101968,0,87545,0,0,14421,640,25000,0,25000,0,11123,73878,NJ,0,,L,,,0,2350,100,5151996,,
1996,S6NJ00180,"STARADUMSKY, JOHN J",O,3,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,NJ,0,,W,,,0,0,0,12311996,,
1996,S6NJ00172,"TORRICELLI, ROBERT G",O,1,DEM,9212608,1907081,9132320,0,0,77588,0,0,0,0,0,164378,6113977,NJ,0,,W,,W,52,993690,48920,12311996,,
1996,S6NJ00131,"ZIMMER, DICK",O,2,REP,8253612,631345,8238181,0,0,15390,0,0,0,0,0,109598,5548662,NJ,0,,W,,L,42,1180411,769655,12311996,,
1996,S6NM00147,"BUSH, BRUCE M",,3,LIB,5655,0,5655,0,0,188,4374,0,0,0,0,0,2467,NM,0,,W,,L,1,0,2000,11011996,,
1996,S8NM00010,"DOMENICI, PETE V",I,2,REP,3265101,129255,3110548,0,99229,253782,0,0,0,0,0,0,1973535,NM,0,,W,,W,64,1027910,26543,12311996,,
1996,S6NM00121,"GUTMANN, ABRAHAM J.",,3,GRE,15962,0,15925,0,0,0,0,2000,0,72,0,0,13962,NM,0,,W,,L,4,0,0,12311996,,
1996,S6NM00113,"TREISMAN, ERIC",,1,DEM,37211,0,36907,0,0,0,0,9842,0,0,0,7643,27369,NM,0,,L,,,0,0,0,12311996,,
1996,S6NM00105,"TRUJILLO, ART",,1,DEM,163728,0,163613,0,0,113,0,13250,0,8400,0,4850,135907,NM,0,,W,,L,30,2800,6871,11151996,,
1996,S6OK00039,"BOREN, JAMES H",,1,DEM,184383,0,183371,0,0,1012,5371,24510,0,9550,0,21180,144839,OK,0,,W,,L,40,0,11725,12311996,,
1996,S4OK00083,"INHOFE, JAMES M",I,2,REP,2708770,113395,2512866,0,12378,208283,1300,0,0,0,0,25196,1479750,OK,0,,W,,W,56,1022397,23148,12311996,,
1996,S6OK00062,"LOWE, DANIEL WAYNE",,2,REP,123300,0,123363,0,0,0,0,111281,1000,300,1000,118704,8240,OK,0,,L,,,0,1000,0,12311996,,
1996,S6OK00054,"MCCORKELL, DON",,1,DEM,107471,0,105196,0,0,2285,0,0,0,0,0,9912,107454,OK,0,,L,,,0,0,0,12311996,,
1996,S6OR00219,"BOQUIST, BRIAN JAMES",O,2,REP,8563,0,8462,0,0,99,2813,5250,0,0,0,5250,500,OR,0,L,,,,0,0,0,12311995,,
1996,S6OR00169,"BRADY, JEFFREY DR",O,2,REP,3001,0,3001,0,0,0,3001,0,0,0,0,0,0,OR,0,L,,,,0,0,0,12311995,,
1996,S6OR00300,"BRUGGERE, THOMAS H",O,1,DEM,3318883,23942,3301736,0,0,20257,50091,1399500,0,0,0,1399500,1345801,OR,0,,W,,L,46,400722,20295,12311996,,
1996,S6OR00151,"DEFAZIO, PETER A",O,1,DEM,533934,115000,531538,0,0,2396,0,0,0,0,0,2987,311988,OR,0,L,,,,0,104367,0,12311996,,
1996,S6OR00318,"DWYER, BILL",O,1,DEM,51601,0,51077,0,0,0,0,0,0,0,0,20023,36574,OR,0,,L,,,0,12802,0,10011996,,
1996,S6OR00144,"FURSE, ELIZABETH",O,1,DEM,35938,0,35938,0,0,0,0,0,0,0,0,0,34709,OR,0,,,,,0,1000,0,12311996,,
1996,S6OR00334,"LEWIS, JEFFREY K",O,2,REP,50652,0,51694,0,0,0,12855,33920,0,25000,15000,3920,2873,OR,0,,L,,,0,100,0,8301996,,
1996,S0OR00121,"LONSDALE, HAROLD K",O,1,DEM,138340,0,138314,0,0,0,2898,22100,0,0,0,0,113009,OR,0,,L,,,0,0,0,9301996,,
1996,S6OR00326,"MABON, LON T",O,2,REP,46697,0,46594,0,0,102,1250,3700,1300,2330,1300,4820,32742,OR,0,,L,,,0,100,0,12311996,,
1996,S6OR00250,"NANNI, GENE",O,3,LIB,1860,0,1859,0,0,0,200,0,0,0,0,0,1660,OR,0,L,,,,0,0,0,2191996,,
1996,S6OR00102,"PAULUS, NORMA",O,2,REP,336988,0,336988,0,0,0,5026,0,0,0,0,0,295450,OR,0,L,,,,0,28270,67,12311996,,
1996,S6OR00128,"ROBERTS, JACK R",O,2,REP,99840,0,99841,0,0,0,0,8000,0,0,0,0,84109,OR,0,L,,,,0,5067,0,5151996,,
